,entity 1,entity 1 label,entity 2,entity 2 label,type
1311,ayahuasca,DRUG,anti-addiction properties,OUTCOME,POSITIVELY IMPACTS
1318,profound psychological experiences,OUTCOME,improves behavioral measures of depression17,OUTCOME,POSITIVELY IMPACTS
1319,profound psychological experiences,OUTCOME,behavioral improvement,OUTCOME,POSITIVELY IMPACTS
1324,harmine,DRUG,improves behavioral measures of depression17,OUTCOME,POSITIVELY IMPACTS
1325,harmine,DRUG,neurogenesis,OUTCOME,POSITIVELY IMPACTS
1326,harmine,DRUG,behavioral improvement,OUTCOME,POSITIVELY IMPACTS
1327,MAO inhibitors,ANTIDEPRESSANT_DRUG,brain plasticity,NEURAL,POSITIVELY IMPACTS
1328,ayahuasca,DRUG,brain plasticity,NEURAL,POSITIVELY IMPACTS
1329,ayahuasca,DRUG,neurologic disorders,HEALTH,POSITIVELY IMPACTS
1332,compounds,DRUG,brain plasticity,NEURAL,POSITIVELY IMPACTS
1333,compounds,DRUG,neurologic disorders,HEALTH,POSITIVELY IMPACTS
1339,psychedelic,DRUG,stimulation of mood,OUTCOME,POSITIVELY IMPACTS
1342,psychedelic “,DRUG,mood,SUBJECTIVE,POSITIVELY IMPACTS
1343,psilocybin,DRUG,enhanced creativity,OUTCOME,POSITIVELY IMPACTS
1346,psilocybin,DRUG,decrease in cerebral 5-HT levels,OUTCOME,POSITIVELY IMPACTS
1347,psilocybin,DRUG,underestimation of occupancy,OUTCOME,POSITIVELY IMPACTS
1350,ayahuasca,DRUG,anxiolytic and antidepressive properties,OUTCOME,POSITIVELY IMPACTS
1351,ayahuasca,DRUG,reduced psychopathology,OUTCOME,POSITIVELY IMPACTS
1352,ayahuasca,DRUG,anxiolytic and antidepressive effects,OUTCOME,POSITIVELY IMPACTS
1356,these compounds,DRUG,anxiolytic and antidepressive properties,OUTCOME,POSITIVELY IMPACTS
1357,these compounds,DRUG,reduced psychopathology,OUTCOME,POSITIVELY IMPACTS
1358,these compounds,DRUG,depression,HEALTH,POSITIVELY IMPACTS
1361,ayahuasca,DRUG,do not exhibit symptoms of psychiatric disorders or neurocognitive problems,OUTCOME,POSITIVELY IMPACTS
1362,ayahuasca,DRUG,better cognitive function,OUTCOME,POSITIVELY IMPACTS
1363,ayahuasca,DRUG,increased well-being and spirituality,OUTCOME,POSITIVELY IMPACTS
1367,ayahuasca,DRUG,"MAO-A inhibitor,3,5",NEURAL,POSITIVELY IMPACTS
1376,harmaline,DRUG,reduced psychopathology,OUTCOME,POSITIVELY IMPACTS
1377,harmaline,DRUG,depression,HEALTH,POSITIVELY IMPACTS
1378,hallucinogens,DRUG,emotional processing,OUTCOME,POSITIVELY IMPACTS
1383,harmine,DRUG,emotional processing,OUTCOME,POSITIVELY IMPACTS
1388,THH,DRUG,emotional processing,OUTCOME,POSITIVELY IMPACTS
1389,THH,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS
1390,THH,DRUG,depressive symptoms,OUTCOME,POSITIVELY IMPACTS
1391,THH,DRUG,mood,OUTCOME,POSITIVELY IMPACTS
1392,5-HT1A/2A/2C receptor agonists,NEURAL,emotional processing,OUTCOME,POSITIVELY IMPACTS
1393,5-HT1A/2A/2C receptor agonists,NEURAL,anxiety,HEALTH,POSITIVELY IMPACTS
1394,5-HT1A/2A/2C receptor agonists,NEURAL,depressive symptoms,OUTCOME,POSITIVELY IMPACTS
1395,5-HT1A/2A/2C receptor agonists,NEURAL,mood,OUTCOME,POSITIVELY IMPACTS
1396,5-HT1A/2A/2C receptor,NEURAL,depressive symptoms,HEALTH,POSITIVELY IMPACTS
1403,LSD,DRUG,depressive symptoms,HEALTH,POSITIVELY IMPACTS
1409,OCDs,HEALTH,anxiety,HEALTH,POSITIVELY IMPACTS
1410,OCDs,HEALTH,depressive symptoms,HEALTH,POSITIVELY IMPACTS
1411,OCDs,HEALTH,mood,OUTCOME,POSITIVELY IMPACTS
1412,psilocybin,DRUG,neurosis,HEALTH,POSITIVELY IMPACTS
1413,psilocybin,DRUG,OCDs,HEALTH,POSITIVELY IMPACTS
1414,psilocybin,DRUG,anxiolytic effects,OUTCOME,POSITIVELY IMPACTS
1415,psilocybin-,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS
1417,psilocybin-,DRUG,depression,HEALTH,POSITIVELY IMPACTS
1418,psilocybin-,DRUG,cancer,HEALTH,POSITIVELY IMPACTS
1423,ayahuasca,DRUG,significantly reduced DMN activation.73,OUTCOME,POSITIVELY IMPACTS
1426,serotonergic hallucinogens,DRUG,significantly reduced DMN activation.73,OUTCOME,POSITIVELY IMPACTS
1429,PCC,NEURAL,significantly reduced DMN activation.73,OUTCOME,POSITIVELY IMPACTS
1431,hallucinogens,DRUG,anxiolytic and antidepressive effects,OUTCOME,POSITIVELY IMPACTS
1433,ayahuasca,DRUG,meditative states,SUBJECTIVE,POSITIVELY IMPACTS
1438,ayahuasca,DRUG,depressive disorders,HEALTH,POSITIVELY IMPACTS
1444,ayahuasca,DRUG,depressed patients,HEALTH,POSITIVELY IMPACTS
1457,LSD,DRUG,cluster headaches,HEALTH,POSITIVELY IMPACTS
1462,psilocybin,DRUG,cluster headaches,HEALTH,POSITIVELY IMPACTS
1467,microdosing,DRUG,decreased depression,OUTCOME,POSITIVELY IMPACTS
1468,microdosing,DRUG,stress,HEALTH,POSITIVELY IMPACTS
1469,microdosing,DRUG,immediate boost,OUTCOME,POSITIVELY IMPACTS
1470,microdosing,DRUG,increased absorption,OUTCOME,POSITIVELY IMPACTS
1475,psilocybin,DRUG,Extraversion and Openness scores significantly increased,OUTCOME,POSITIVELY IMPACTS
1477,psilocybin,DRUG,changes of personality traits,OUTCOME,POSITIVELY IMPACTS
1478,psilocybin,DRUG,Conscientiousness only at trend-level,OUTCOME,POSITIVELY IMPACTS
1479,psychedelic,DRUG,depressed individuals,HEALTH,POSITIVELY IMPACTS
1480,moclobemide,ANTIDEPRESSANT_DRUG,Conscientiousness,OUTCOME,POSITIVELY IMPACTS
1481,SSRIs,ANTIDEPRESSANT_DRUG,personality,SUBJECTIVE,POSITIVELY IMPACTS
1482,psychedelics,DRUG,personality,SUBJECTIVE,POSITIVELY IMPACTS
1483,psychedelics,DRUG,long-lasting increases in trait Openness,OUTCOME,POSITIVELY IMPACTS
1485,LSD,DRUG,long-lasting increases in trait Openness,OUTCOME,POSITIVELY IMPACTS
1486,LSD,DRUG,post-traumatic stress disorder,HEALTH,POSITIVELY IMPACTS
1489,psychedelic,DRUG,post-traumatic stress disorder,HEALTH,POSITIVELY IMPACTS
1490,Neuroticism,NEURAL,Extraversion,OUTCOME,POSITIVELY IMPACTS
1491,Neuroticism,NEURAL,Openness,OUTCOME,POSITIVELY IMPACTS
1492,psychedelic,DRUG,Openness,OUTCOME,POSITIVELY IMPACTS
1493,psychedelic,DRUG,higher Openness,OUTCOME,POSITIVELY IMPACTS
1494,psychedelic,DRUG,lasting changes in personality,OUTCOME,POSITIVELY IMPACTS
1495,psychedelic,DRUG,subtle drop in Openness and Extraversion scores,OUTCOME,POSITIVELY IMPACTS
1496,religious conversion,SUBJECTIVE,outlook,SUBJECTIVE,POSITIVELY IMPACTS
1497,spiritual experience,OUTCOME,outlook,SUBJECTIVE,POSITIVELY IMPACTS
1498,spiritual experience,OUTCOME,long-lasting impact,OUTCOME,POSITIVELY IMPACTS
1499,mystical experience,SUBJECTIVE,blissful state,SUBJECTIVE,POSITIVELY IMPACTS
1502,psilocybin,DRUG,self-consciousness,SUBJECTIVE,POSITIVELY IMPACTS
1506,DMT,DRUG,elevated Openness,OUTCOME,POSITIVELY IMPACTS
1507,LSD,DRUG,elevated Openness,OUTCOME,POSITIVELY IMPACTS
1508,LSD,DRUG,changes in Openness,OUTCOME,POSITIVELY IMPACTS
1509,LSD,DRUG,changes in personality measures,OUTCOME,POSITIVELY IMPACTS
1511,psychedelic,DRUG,increases in Conscientiousness,OUTCOME,POSITIVELY IMPACTS
1512,psilocybin,DRUG,increases in Conscientiousness,OUTCOME,POSITIVELY IMPACTS
1513,psilocybin,DRUG,pronounced increases in Extraversion,OUTCOME,POSITIVELY IMPACTS
1514,psilocybin,DRUG,Insight,SUBJECTIVE,POSITIVELY IMPACTS
1515,psychedelic,DRUG,enhanced mindfulness capacities,OUTCOME,POSITIVELY IMPACTS
1516,psychedelic,DRUG,decreased judgmental and reactive attitudes,OUTCOME,POSITIVELY IMPACTS
1517,ayahuasca,DRUG,enhanced mindfulness capacities,OUTCOME,POSITIVELY IMPACTS
1518,ayahuasca,DRUG,decreased judgmental and reactive attitudes,OUTCOME,POSITIVELY IMPACTS
1519,ayahuasca,DRUG,Mindsens,NEURAL,POSITIVELY IMPACTS
1520,Ayahuasca,DRUG,enhanced mindfulness capacities,OUTCOME,POSITIVELY IMPACTS
1521,Ayahuasca,DRUG,decreased judgmental and reactive attitudes,OUTCOME,POSITIVELY IMPACTS
1522,NAAG,NEURAL,decrease of alpha oscillations,OUTCOME,POSITIVELY IMPACTS
1523,ayahuasca,DRUG,Glx,NEURAL,POSITIVELY IMPACTS
1524,ayahuasca,DRUG,clinical improvement,OUTCOME,POSITIVELY IMPACTS
1526,Psychedelics,DRUG,clinical improvement,OUTCOME,POSITIVELY IMPACTS
1528,Psychedelics,DRUG,personal sense of “self,SUBJECTIVE,POSITIVELY IMPACTS
1529,Psychedelics,DRUG,increase in coupling,OUTCOME,POSITIVELY IMPACTS
1530,psilocybin,DRUG,enhanced mindfulness capacities,OUTCOME,POSITIVELY IMPACTS
1531,LSD,DRUG,increase in coupling,OUTCOME,POSITIVELY IMPACTS
1532,LSD,DRUG,enhanced mindfulness capacities,OUTCOME,POSITIVELY IMPACTS
1533,LSD,DRUG,reduced judgmental processing,OUTCOME,POSITIVELY IMPACTS
1534,LSD,DRUG,increased self-kindness,OUTCOME,POSITIVELY IMPACTS
1535,psilocybin,DRUG,limbic structures,NEURAL,POSITIVELY IMPACTS
1537,ayahuasca,DRUG,limbic structures,NEURAL,POSITIVELY IMPACTS
1538,modification induced by psychedelics,OUTCOME,limbic structures,NEURAL,POSITIVELY IMPACTS
1540,psychedelic,DRUG,brain plasticity,NEURAL,POSITIVELY IMPACTS
1541,psychedelic,DRUG,increases in trait openness,OUTCOME,POSITIVELY IMPACTS
1542,ayahuasca,DRUG,increases in trait openness,OUTCOME,POSITIVELY IMPACTS
1543,ayahuasca,DRUG,increased self-transcendence,OUTCOME,POSITIVELY IMPACTS
1544,ayahuasca,DRUG,brain dynamics,NEURAL,POSITIVELY IMPACTS
1545,ayahuasca,DRUG,addiction disorders,HEALTH,POSITIVELY IMPACTS
1546,ayahuasca,DRUG,self-centeredness,SUBJECTIVE,POSITIVELY IMPACTS
1551,ayahuasca,DRUG,brain function,NEURAL,POSITIVELY IMPACTS
1566,ayahuasca,DRUG,enhanced mindfulness facets,OUTCOME,POSITIVELY IMPACTS
1567,psilocybin,DRUG,a sense of grounding,OUTCOME,POSITIVELY IMPACTS
1569,psilocybin,DRUG,…,DRUG,POSITIVELY IMPACTS
1570,…,DRUG,…,DRUG,POSITIVELY IMPACTS
1571,misguidance,DRUG,dissonance,DRUG,POSITIVELY IMPACTS
1572,psilocybin,DRUG,"liking, resonance, and openness",OUTCOME,POSITIVELY IMPACTS
1573,psilocybin,DRUG,reported insightfulness,OUTCOME,POSITIVELY IMPACTS
1574,psilocybin,DRUG,insightfulness,SUBJECTIVE,POSITIVELY IMPACTS
1575,psilocybin,DRUG,promote the occurrence of therapeutically meaningful experiences,OUTCOME,POSITIVELY IMPACTS
1576,psilocybin,DRUG,sustained positive changes in behaviour and personality,OUTCOME,POSITIVELY IMPACTS
1581,drug effect,OUTCOME,depression,HEALTH,POSITIVELY IMPACTS
1582,psychedelics,DRUG,deeply felt and personally meaningful emotionality,OUTCOME,POSITIVELY IMPACTS
1583,music,DRUG,deeply felt and personally meaningful emotionality,OUTCOME,POSITIVELY IMPACTS
1584,intense emotional experiences,OUTCOME,deeply felt and personally meaningful emotionality,OUTCOME,POSITIVELY IMPACTS
1585,dislike,OUTCOME,sense of being on a journey,SUBJECTIVE,POSITIVELY IMPACTS
1586,psilocybin,DRUG,paranoia,OUTCOME,POSITIVELY IMPACTS
1587,psilocybin,DRUG,meaningful and spiritually significant experiences,OUTCOME,POSITIVELY IMPACTS
1589,psilocybin,DRUG,egodissolution,SUBJECTIVE,POSITIVELY IMPACTS
1590,psilocybin,DRUG,addiction treatment,HEALTH,POSITIVELY IMPACTS
1591,unity experience,SUBJECTIVE,sense of sanity,SUBJECTIVE,POSITIVELY IMPACTS
1592,serotonergic hallucinogens,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS
1593,serotonergic hallucinogens,DRUG,mood,HEALTH,POSITIVELY IMPACTS
1594,serotonergic hallucinogens,DRUG,anxiolytic,OUTCOME,POSITIVELY IMPACTS
1595,serotonergic hallucinogens,DRUG,antidepressive,OUTCOME,POSITIVELY IMPACTS
1596,serotonergic hallucinogens,DRUG,antiaddictive,OUTCOME,POSITIVELY IMPACTS
1598,psychedelics,DRUG,mood,HEALTH,POSITIVELY IMPACTS
1599,psychedelics,DRUG,anxiolytic,OUTCOME,POSITIVELY IMPACTS
1600,psychedelics,DRUG,antiaddictive,OUTCOME,POSITIVELY IMPACTS
1609,LSD,DRUG,anxiolytic,OUTCOME,POSITIVELY IMPACTS
1611,LSD,DRUG,alcohol dependence,HEALTH,POSITIVELY IMPACTS
1614,psilocybin,DRUG,anxiolytic,OUTCOME,POSITIVELY IMPACTS
1615,psilocybin,DRUG,antidepressive,OUTCOME,POSITIVELY IMPACTS
1617,psilocybin,DRUG,alcohol dependence,HEALTH,POSITIVELY IMPACTS
1618,psilocybin,DRUG,anxiolytic and antidepressive effects,OUTCOME,POSITIVELY IMPACTS
1619,psilocybin,DRUG,advanced-stage cancer,HEALTH,POSITIVELY IMPACTS
1624,LSD,DRUG,existential anxiety,HEALTH,POSITIVELY IMPACTS
1636,alcoholism,DRUG,depression,HEALTH,POSITIVELY IMPACTS
1659,psilocybin,DRUG,rapid (24 h),OUTCOME,POSITIVELY IMPACTS
1660,psilocybin,DRUG,therapeutic effects,OUTCOME,POSITIVELY IMPACTS
1661,psilocybin,DRUG,antiaddictive effects,OUTCOME,POSITIVELY IMPACTS
1665,ayahuasca,DRUG,rapid (24 h),OUTCOME,POSITIVELY IMPACTS
1666,ayahuasca,DRUG,therapeutic effects,OUTCOME,POSITIVELY IMPACTS
1667,ayahuasca,DRUG,antiaddictive effects,OUTCOME,POSITIVELY IMPACTS
1671,LSD,DRUG,antiaddictive effects,OUTCOME,POSITIVELY IMPACTS
1674,LSD,DRUG,reduced impulsivity,OUTCOME,POSITIVELY IMPACTS
1675,LSD,DRUG,novelty seeking,OUTCOME,POSITIVELY IMPACTS
1681,ayahuasca,DRUG,anxiolytic,OUTCOME,POSITIVELY IMPACTS
1687,ayahuasca,DRUG,stress,OUTCOME,POSITIVELY IMPACTS
1689,convergent thinking,OUTCOME,mindfulness,SUBJECTIVE,POSITIVELY IMPACTS
1699,Antidepressant properties,OUTCOME,mindfulness,SUBJECTIVE,POSITIVELY IMPACTS
1700,ayahuasca,DRUG,satisfaction with life,OUTCOME,POSITIVELY IMPACTS
1707,MAO-A inhibitors,NEURAL,mindfulness,SUBJECTIVE,POSITIVELY IMPACTS
1709,harmaline,DRUG,hippocampal progenitor cells,NEURAL,POSITIVELY IMPACTS
1710,harmaline,DRUG,Neurogenesis,OUTCOME,POSITIVELY IMPACTS
1711,psychedelic compounds,DRUG,hippocampal progenitor cells,NEURAL,POSITIVELY IMPACTS
1712,psychedelic compounds,DRUG,synaptic plasticity,NEURAL,POSITIVELY IMPACTS
1713,psychedelic compounds,DRUG,Neurogenesis,OUTCOME,POSITIVELY IMPACTS
1717,ayahuasca,DRUG,changes in mindfulness,OUTCOME,POSITIVELY IMPACTS
1722,ayahuasca,DRUG,modified state of consciousness,SUBJECTIVE,POSITIVELY IMPACTS
1723,PCT performance,OUTCOME,mindfulness,SUBJECTIVE,POSITIVELY IMPACTS
1725,psychedelic,DRUG,mindfulness,SUBJECTIVE,POSITIVELY IMPACTS
1730,ayahuasca,DRUG,stronger reductions in symptoms of depression,OUTCOME,POSITIVELY IMPACTS
1742,ayahuasca,DRUG,changes in mood and thinking,OUTCOME,POSITIVELY IMPACTS
1743,ayahuasca,DRUG,affect and cognition,OUTCOME,POSITIVELY IMPACTS
1748,ayahuasca,DRUG,affect,SUBJECTIVE,POSITIVELY IMPACTS
1816,hallucinogens,DRUG,alcohol,DRUG,POSITIVELY IMPACTS
1817,psilocybin,DRUG,alcohol,DRUG,POSITIVELY IMPACTS
1818,DMT,DRUG,alcohol,DRUG,POSITIVELY IMPACTS
1821,biochemical reactions,OUTCOME,psychotic state,OUTCOME,POSITIVELY IMPACTS
1822,hallucinogens,DRUG,psychotic state,OUTCOME,POSITIVELY IMPACTS
1824,ayahuasca,DRUG,psychotic state,OUTCOME,POSITIVELY IMPACTS
1825,serotonergic hallucinogens,DRUG,amygdala,NEURAL,POSITIVELY IMPACTS
1826,ayahuasca,DRUG,amygdala,NEURAL,POSITIVELY IMPACTS
1830,psilocybin,DRUG,medial prefrontal cortex,NEURAL,POSITIVELY IMPACTS
1831,psilocybin,DRUG,lingual gyrus,NEURAL,POSITIVELY IMPACTS
1832,psilocybin,DRUG,attenuated right amygdala activation,OUTCOME,POSITIVELY IMPACTS
1833,psilocybin,DRUG,increases in positive mood,OUTCOME,POSITIVELY IMPACTS
1834,psilocybin,DRUG,decreased the threat-induced modulation of top-down connectivity,OUTCOME,POSITIVELY IMPACTS
1835,psilocybin,DRUG,increased parahippocampal cortex/visual cortex functional connectivity,OUTCOME,POSITIVELY IMPACTS
1836,psilocybin,DRUG,parahippocampal cortex to visual cortex information flow,OUTCOME,POSITIVELY IMPACTS
1837,precuneus,NEURAL,self-transcendence”/spirituality,OUTCOME,POSITIVELY IMPACTS
1842,superior frontal gyrus,NEURAL,self-transcendence”/spirituality,OUTCOME,POSITIVELY IMPACTS
1855,increased psychopathology,OUTCOME,self-transcendence”/spirituality,OUTCOME,POSITIVELY IMPACTS
1859,ayahuasca,DRUG,self-transcendence”/spirituality,OUTCOME,POSITIVELY IMPACTS
1860,hallucinogens,DRUG,self-transcendence”/spirituality,OUTCOME,POSITIVELY IMPACTS
1861,serotonergic hallucinogens,DRUG,self-transcendence”/spirituality,OUTCOME,POSITIVELY IMPACTS
1862,serotonergic hallucinogens,DRUG,neocortex,NEURAL,POSITIVELY IMPACTS
1863,serotonergic hallucinogens,DRUG,"genetic, neurochemical, and behavioral alterations",OUTCOME,POSITIVELY IMPACTS
1864,serotonergic hallucinogens,DRUG,brain regions,NEURAL,POSITIVELY IMPACTS
1866,serotonergic hallucinogens,DRUG,γ-aminobutyric acid,DRUG,POSITIVELY IMPACTS
1867,ayahuasca,DRUG,"genetic, neurochemical, and behavioral alterations",OUTCOME,POSITIVELY IMPACTS
1869,ayahuasca,DRUG,γ-aminobutyric acid,DRUG,POSITIVELY IMPACTS
1872,ayahuasca,DRUG,interfered with emotional memory,OUTCOME,POSITIVELY IMPACTS
1873,ayahuasca,DRUG,patterns of neuronal activation,OUTCOME,POSITIVELY IMPACTS
1874,ayahuasca,DRUG,higher neuronal activation,OUTCOME,POSITIVELY IMPACTS
1876,DMN,NEURAL,decrease the power of lower frequency oscillations,OUTCOME,POSITIVELY IMPACTS
1877,serotonergic hallucinogens,DRUG,decrease the power of lower frequency oscillations,OUTCOME,POSITIVELY IMPACTS
1878,serotonergic hallucinogens,DRUG,alpha oscillations,NEURAL,POSITIVELY IMPACTS
1880,parahippocampal region,NEURAL,decrease the power of lower frequency oscillations,OUTCOME,POSITIVELY IMPACTS
1881,altered information flow,OUTCOME,expanded awareness,OUTCOME,POSITIVELY IMPACTS
1882,altered information flow,OUTCOME,unconstrained cognition,OUTCOME,POSITIVELY IMPACTS
1884,compounds,DRUG,antidepressive,OUTCOME,POSITIVELY IMPACTS
1885,compounds,DRUG,anxiolytic,OUTCOME,POSITIVELY IMPACTS
1886,compounds,DRUG,antiaddictive,OUTCOME,POSITIVELY IMPACTS
1887,ayahuasca,DRUG,antidepressive,OUTCOME,POSITIVELY IMPACTS
1893,LSD,DRUG,antidepressive,OUTCOME,POSITIVELY IMPACTS
1896,ayahuasca,DRUG,increases in positive mood,OUTCOME,POSITIVELY IMPACTS
1899,ayahuasca,DRUG,therapeutic potentials,OUTCOME,POSITIVELY IMPACTS
1900,ayahuasca,DRUG,self-transcendence,SUBJECTIVE,POSITIVELY IMPACTS
1902,serotonergic hallucinogens,DRUG,self-transcendence,SUBJECTIVE,POSITIVELY IMPACTS
1903,serotonergic hallucinogens,DRUG,Self-transcendence,SUBJECTIVE,POSITIVELY IMPACTS
1906,religious/mystical experiences,OUTCOME,self-transcendence,SUBJECTIVE,POSITIVELY IMPACTS
1907,psilocybin,DRUG,attitudes,SUBJECTIVE,POSITIVELY IMPACTS
1909,psilocybin,DRUG,alcohol (,OUTCOME,POSITIVELY IMPACTS
1910,religious-like experiences,OUTCOME,mood,SUBJECTIVE,POSITIVELY IMPACTS
1914,LSD,DRUG,attitudes,SUBJECTIVE,POSITIVELY IMPACTS
1918,serotonergic hallucinogens,DRUG,meditation,OUTCOME,POSITIVELY IMPACTS
1919,serotonergic hallucinogens,DRUG,prefrontal and limbic areas,NEURAL,POSITIVELY IMPACTS
1921,compounds,DRUG,meditation,OUTCOME,POSITIVELY IMPACTS
1922,compounds,DRUG,prefrontal and limbic areas,NEURAL,POSITIVELY IMPACTS
1923,compounds,DRUG,decreases in reactivity of brain structures,OUTCOME,POSITIVELY IMPACTS
1925,compounds,DRUG,reduced brain activity in key regions of the DMN,OUTCOME,POSITIVELY IMPACTS
1926,amygdala,NEURAL,prefrontal and limbic areas,NEURAL,POSITIVELY IMPACTS
1927,amygdala,NEURAL,anxiety,HEALTH,POSITIVELY IMPACTS
1928,amygdala,NEURAL,mood disorders,HEALTH,POSITIVELY IMPACTS
1929,amygdala,NEURAL,cortical thickness alterations,OUTCOME,POSITIVELY IMPACTS
1935,serotonergic hallucinogens,DRUG,mood disorders,HEALTH,POSITIVELY IMPACTS
1936,serotonergic hallucinogens,DRUG,cortical thickness alterations,OUTCOME,POSITIVELY IMPACTS
1937,drugs,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS
1939,drugs,DRUG,mood disorders,HEALTH,POSITIVELY IMPACTS
1940,drugs,DRUG,cortical thickness alterations,OUTCOME,POSITIVELY IMPACTS
1941,DMN,NEURAL,mood disorders,HEALTH,POSITIVELY IMPACTS
1942,posterior,NEURAL,anxiety,HEALTH,POSITIVELY IMPACTS
1943,posterior,NEURAL,mood disorders,HEALTH,POSITIVELY IMPACTS
1944,serotonergic hallucinogens,DRUG,psychiatric disorders,HEALTH,POSITIVELY IMPACTS
1945,serotonergic hallucinogens,DRUG,therapeutic uses,OUTCOME,POSITIVELY IMPACTS
1946,serotonergic hallucinogens,DRUG,treatment-resistant patients,HEALTH,POSITIVELY IMPACTS
1951,psilocybin,DRUG,"deeply meaningful, mystical experiences",OUTCOME,POSITIVELY IMPACTS
1953,Indocybin,DRUG,mood disorder,HEALTH,POSITIVELY IMPACTS
1954,psychedelic drugs,DRUG,toxicity ratio,OUTCOME,POSITIVELY IMPACTS
1955,psychedelic drugs,DRUG,fluoxetine,ANTIDEPRESSANT_DRUG,POSITIVELY IMPACTS
1956,psilocybin,DRUG,toxicity ratio,OUTCOME,POSITIVELY IMPACTS
1957,psilocybin,DRUG,fluoxetine,ANTIDEPRESSANT_DRUG,POSITIVELY IMPACTS
1958,LSD,DRUG,brain damage,OUTCOME,POSITIVELY IMPACTS
1960,LSD,DRUG,long-lasting personality change,OUTCOME,POSITIVELY IMPACTS
1971,psychedelic drugs,DRUG,brain damage,OUTCOME,POSITIVELY IMPACTS
1972,psychedelic drugs,DRUG,long-lasting personality change,OUTCOME,POSITIVELY IMPACTS
1975,serotonergic psychedelics,DRUG,opiate overdoses(National,ANTIDEPRESSANT_DRUG,POSITIVELY IMPACTS
1976,psilocybin,DRUG,opiate overdoses(National,ANTIDEPRESSANT_DRUG,POSITIVELY IMPACTS
1977,escitalopram,ANTIDEPRESSANT_DRUG,depression,HEALTH,POSITIVELY IMPACTS
1987,psilocybin,DRUG,mediating influence on positive outcomes.21,OUTCOME,POSITIVELY IMPACTS
1988,psilocybin,DRUG,psychiatric conditions,HEALTH,POSITIVELY IMPACTS
1991,psychological support,OUTCOME,improved outcomes,OUTCOME,POSITIVELY IMPACTS
1992,psychological support,OUTCOME,subjective effects,SUBJECTIVE,POSITIVELY IMPACTS
1994,psilocybin,DRUG,improved outcomes,OUTCOME,POSITIVELY IMPACTS
1998,Psychedelic agents,DRUG,depression,HEALTH,POSITIVELY IMPACTS
2000,Psychedelic agents,DRUG,treatment-resistant depression,HEALTH,POSITIVELY IMPACTS
2001,Psychedelic agents,DRUG,"enhance suggestibility,23",OUTCOME,POSITIVELY IMPACTS
2003,Psychedelic agents,DRUG,increase dendritic arbor complexity,OUTCOME,POSITIVELY IMPACTS
2009,psychological effects,OUTCOME,neuronal plasticity,OUTCOME,POSITIVELY IMPACTS
2013,psychedelic compounds,DRUG,depression,HEALTH,POSITIVELY IMPACTS
2014,psychedelic compounds,DRUG,increase dendritic arbor complexity,OUTCOME,POSITIVELY IMPACTS
2015,psychedelic compounds,DRUG,neuronal plasticity,OUTCOME,POSITIVELY IMPACTS
2016,compounds,DRUG,neuronal plasticity,OUTCOME,POSITIVELY IMPACTS
2019,5-HT2A receptor,NEURAL,neuronal plasticity,OUTCOME,POSITIVELY IMPACTS
2020,psychedelics,DRUG,neuronal plasticity,OUTCOME,POSITIVELY IMPACTS
2021,escitalopram,ANTIDEPRESSANT_DRUG,neuronal plasticity,OUTCOME,POSITIVELY IMPACTS
2022,psilocybin,DRUG,increase dendritic arbor complexity,OUTCOME,POSITIVELY IMPACTS
2023,psilocybin,DRUG,neuronal plasticity,OUTCOME,POSITIVELY IMPACTS
2026,escitalopram,ANTIDEPRESSANT_DRUG,increase dendritic arbor complexity,OUTCOME,POSITIVELY IMPACTS
2028,psilocybin,DRUG,microdoses,DRUG,POSITIVELY IMPACTS
2029,psilocybin,DRUG,microdosed,DRUG,POSITIVELY IMPACTS
2030,psilocybin,DRUG,mood and cognitive enhancers,OUTCOME,POSITIVELY IMPACTS
2031,psychedelic microdosing,DRUG,depression,HEALTH,POSITIVELY IMPACTS
2032,performance improvements,OUTCOME,anxiety,HEALTH,POSITIVELY IMPACTS
2034,OCD,HEALTH,anxiety,HEALTH,POSITIVELY IMPACTS
2037,LSD,DRUG,functional drug use,OUTCOME,POSITIVELY IMPACTS
2038,psychedelic drugs,DRUG,functional drug use,OUTCOME,POSITIVELY IMPACTS
2039,Psychedelics,DRUG,functional drug use,OUTCOME,POSITIVELY IMPACTS
2040,Psychedelics,DRUG,avoiding the problems,OUTCOME,POSITIVELY IMPACTS
2041,microdosing,DRUG,less constructive and self-reflective approach,OUTCOME,POSITIVELY IMPACTS
2042,psychedelics,DRUG,improved disease coping strategies and attitudes,OUTCOME,POSITIVELY IMPACTS
2043,LSD,DRUG,self-reflection,SUBJECTIVE,POSITIVELY IMPACTS
2044,DMN,NEURAL,self-reflection,SUBJECTIVE,POSITIVELY IMPACTS
2045,DMN,NEURAL,spontaneous cognition,SUBJECTIVE,POSITIVELY IMPACTS
2046,DMN,NEURAL,cognition,SUBJECTIVE,POSITIVELY IMPACTS
2052,psilocybin,DRUG,autobiographical memory,OUTCOME,POSITIVELY IMPACTS
2053,psilocybin,DRUG,preservation of the sense of self,OUTCOME,POSITIVELY IMPACTS
2054,psilocybin,DRUG,maintenance of one’s sense of self,OUTCOME,POSITIVELY IMPACTS
