,entity 1,entity 1 label,entity 2,entity 2 label,type,source
1540,psychedelic,DRUG,brain plasticity,NEURAL,POSITIVELY IMPACTS,c048fdacb16ddba0cb14b792af1c47b82cb03091eca1b8fc664cae948dcea7c4
1541,psychedelic,DRUG,increases in trait openness,OUTCOME,POSITIVELY IMPACTS,c048fdacb16ddba0cb14b792af1c47b82cb03091eca1b8fc664cae948dcea7c4
1542,ayahuasca,DRUG,increases in trait openness,OUTCOME,POSITIVELY IMPACTS,c048fdacb16ddba0cb14b792af1c47b82cb03091eca1b8fc664cae948dcea7c4
1543,ayahuasca,DRUG,increased self-transcendence,OUTCOME,POSITIVELY IMPACTS,c048fdacb16ddba0cb14b792af1c47b82cb03091eca1b8fc664cae948dcea7c4
1544,ayahuasca,DRUG,brain dynamics,NEURAL,POSITIVELY IMPACTS,c048fdacb16ddba0cb14b792af1c47b82cb03091eca1b8fc664cae948dcea7c4
1545,ayahuasca,DRUG,addiction disorders,HEALTH,POSITIVELY IMPACTS,c048fdacb16ddba0cb14b792af1c47b82cb03091eca1b8fc664cae948dcea7c4
1546,ayahuasca,DRUG,self-centeredness,SUBJECTIVE,POSITIVELY IMPACTS,c048fdacb16ddba0cb14b792af1c47b82cb03091eca1b8fc664cae948dcea7c4
1547,ayahuasca,DRUG,increased self-transcendence,OUTCOME,POSITIVELY IMPACTS,c048fdacb16ddba0cb14b792af1c47b82cb03091eca1b8fc664cae948dcea7c4
1548,ayahuasca,DRUG,brain dynamics,NEURAL,POSITIVELY IMPACTS,c048fdacb16ddba0cb14b792af1c47b82cb03091eca1b8fc664cae948dcea7c4
1549,ayahuasca,DRUG,addiction disorders,HEALTH,POSITIVELY IMPACTS,c048fdacb16ddba0cb14b792af1c47b82cb03091eca1b8fc664cae948dcea7c4
1550,ayahuasca,DRUG,self-centeredness,SUBJECTIVE,POSITIVELY IMPACTS,c048fdacb16ddba0cb14b792af1c47b82cb03091eca1b8fc664cae948dcea7c4
1551,ayahuasca,DRUG,brain function,NEURAL,POSITIVELY IMPACTS,c048fdacb16ddba0cb14b792af1c47b82cb03091eca1b8fc664cae948dcea7c4
1552,ayahuasca,DRUG,increased self-transcendence,OUTCOME,POSITIVELY IMPACTS,c048fdacb16ddba0cb14b792af1c47b82cb03091eca1b8fc664cae948dcea7c4
1553,ayahuasca,DRUG,brain dynamics,NEURAL,POSITIVELY IMPACTS,c048fdacb16ddba0cb14b792af1c47b82cb03091eca1b8fc664cae948dcea7c4
1554,ayahuasca,DRUG,addiction disorders,HEALTH,POSITIVELY IMPACTS,c048fdacb16ddba0cb14b792af1c47b82cb03091eca1b8fc664cae948dcea7c4
1555,ayahuasca,DRUG,self-centeredness,SUBJECTIVE,POSITIVELY IMPACTS,c048fdacb16ddba0cb14b792af1c47b82cb03091eca1b8fc664cae948dcea7c4
1556,ayahuasca,DRUG,brain function,NEURAL,POSITIVELY IMPACTS,c048fdacb16ddba0cb14b792af1c47b82cb03091eca1b8fc664cae948dcea7c4
1557,ayahuasca,DRUG,increased self-transcendence,OUTCOME,POSITIVELY IMPACTS,c048fdacb16ddba0cb14b792af1c47b82cb03091eca1b8fc664cae948dcea7c4
1558,ayahuasca,DRUG,brain dynamics,NEURAL,POSITIVELY IMPACTS,c048fdacb16ddba0cb14b792af1c47b82cb03091eca1b8fc664cae948dcea7c4
1559,ayahuasca,DRUG,addiction disorders,HEALTH,POSITIVELY IMPACTS,c048fdacb16ddba0cb14b792af1c47b82cb03091eca1b8fc664cae948dcea7c4
1560,ayahuasca,DRUG,self-centeredness,SUBJECTIVE,POSITIVELY IMPACTS,c048fdacb16ddba0cb14b792af1c47b82cb03091eca1b8fc664cae948dcea7c4
1561,ayahuasca,DRUG,brain function,NEURAL,POSITIVELY IMPACTS,c048fdacb16ddba0cb14b792af1c47b82cb03091eca1b8fc664cae948dcea7c4
1562,ayahuasca,DRUG,addiction disorders,HEALTH,POSITIVELY IMPACTS,c048fdacb16ddba0cb14b792af1c47b82cb03091eca1b8fc664cae948dcea7c4
1563,ayahuasca,DRUG,addiction disorders,HEALTH,POSITIVELY IMPACTS,c048fdacb16ddba0cb14b792af1c47b82cb03091eca1b8fc664cae948dcea7c4
1564,ayahuasca,DRUG,self-centeredness,SUBJECTIVE,POSITIVELY IMPACTS,c048fdacb16ddba0cb14b792af1c47b82cb03091eca1b8fc664cae948dcea7c4
1565,ayahuasca,DRUG,brain function,NEURAL,POSITIVELY IMPACTS,c048fdacb16ddba0cb14b792af1c47b82cb03091eca1b8fc664cae948dcea7c4
1566,ayahuasca,DRUG,enhanced mindfulness facets,OUTCOME,POSITIVELY IMPACTS,c048fdacb16ddba0cb14b792af1c47b82cb03091eca1b8fc664cae948dcea7c4
1567,psilocybin,DRUG,a sense of grounding,OUTCOME,POSITIVELY IMPACTS,2f3bf25995a3ad67c97aea9e88fc52bb787d858eb86acd8826c84417a18b30b2
1568,LSD,DRUG,treatment-resistant depression,HEALTH,NEEDS MORE RESEARCH BETWEEN,2f3bf25995a3ad67c97aea9e88fc52bb787d858eb86acd8826c84417a18b30b2
1569,psilocybin,DRUG,…,DRUG,POSITIVELY IMPACTS,2f3bf25995a3ad67c97aea9e88fc52bb787d858eb86acd8826c84417a18b30b2
1570,…,DRUG,…,DRUG,POSITIVELY IMPACTS,2f3bf25995a3ad67c97aea9e88fc52bb787d858eb86acd8826c84417a18b30b2
1571,misguidance,DRUG,dissonance,DRUG,POSITIVELY IMPACTS,2f3bf25995a3ad67c97aea9e88fc52bb787d858eb86acd8826c84417a18b30b2
1572,psilocybin,DRUG,"liking, resonance, and openness",OUTCOME,POSITIVELY IMPACTS,2f3bf25995a3ad67c97aea9e88fc52bb787d858eb86acd8826c84417a18b30b2
1573,psilocybin,DRUG,reported insightfulness,OUTCOME,POSITIVELY IMPACTS,2f3bf25995a3ad67c97aea9e88fc52bb787d858eb86acd8826c84417a18b30b2
1574,psilocybin,DRUG,insightfulness,SUBJECTIVE,POSITIVELY IMPACTS,2f3bf25995a3ad67c97aea9e88fc52bb787d858eb86acd8826c84417a18b30b2
1575,psilocybin,DRUG,promote the occurrence of therapeutically meaningful experiences,OUTCOME,POSITIVELY IMPACTS,2f3bf25995a3ad67c97aea9e88fc52bb787d858eb86acd8826c84417a18b30b2
1576,psilocybin,DRUG,sustained positive changes in behaviour and personality,OUTCOME,POSITIVELY IMPACTS,2f3bf25995a3ad67c97aea9e88fc52bb787d858eb86acd8826c84417a18b30b2
1577,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,2f3bf25995a3ad67c97aea9e88fc52bb787d858eb86acd8826c84417a18b30b2
1578,psilocybin,DRUG,sustained positive changes in behaviour and personality,OUTCOME,POSITIVELY IMPACTS,2f3bf25995a3ad67c97aea9e88fc52bb787d858eb86acd8826c84417a18b30b2
1579,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,2f3bf25995a3ad67c97aea9e88fc52bb787d858eb86acd8826c84417a18b30b2
1580,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,2f3bf25995a3ad67c97aea9e88fc52bb787d858eb86acd8826c84417a18b30b2
1581,drug effect,OUTCOME,depression,HEALTH,POSITIVELY IMPACTS,2f3bf25995a3ad67c97aea9e88fc52bb787d858eb86acd8826c84417a18b30b2
1582,psychedelics,DRUG,deeply felt and personally meaningful emotionality,OUTCOME,POSITIVELY IMPACTS,2f3bf25995a3ad67c97aea9e88fc52bb787d858eb86acd8826c84417a18b30b2
1583,music,DRUG,deeply felt and personally meaningful emotionality,OUTCOME,POSITIVELY IMPACTS,2f3bf25995a3ad67c97aea9e88fc52bb787d858eb86acd8826c84417a18b30b2
1584,intense emotional experiences,OUTCOME,deeply felt and personally meaningful emotionality,OUTCOME,POSITIVELY IMPACTS,2f3bf25995a3ad67c97aea9e88fc52bb787d858eb86acd8826c84417a18b30b2
1585,dislike,OUTCOME,sense of being on a journey,SUBJECTIVE,POSITIVELY IMPACTS,2f3bf25995a3ad67c97aea9e88fc52bb787d858eb86acd8826c84417a18b30b2
1586,psilocybin,DRUG,paranoia,OUTCOME,POSITIVELY IMPACTS,0456ad5a08777d868b9a735a8a9c82f441626770aef9762de361efc6f18f883d
1587,psilocybin,DRUG,meaningful and spiritually significant experiences,OUTCOME,POSITIVELY IMPACTS,0456ad5a08777d868b9a735a8a9c82f441626770aef9762de361efc6f18f883d
1588,psilocybin,DRUG,meaningful and spiritually significant experiences,OUTCOME,POSITIVELY IMPACTS,0456ad5a08777d868b9a735a8a9c82f441626770aef9762de361efc6f18f883d
1589,psilocybin,DRUG,egodissolution,SUBJECTIVE,POSITIVELY IMPACTS,0456ad5a08777d868b9a735a8a9c82f441626770aef9762de361efc6f18f883d
1590,psilocybin,DRUG,addiction treatment,HEALTH,POSITIVELY IMPACTS,0456ad5a08777d868b9a735a8a9c82f441626770aef9762de361efc6f18f883d
1591,unity experience,SUBJECTIVE,sense of sanity,SUBJECTIVE,POSITIVELY IMPACTS,0456ad5a08777d868b9a735a8a9c82f441626770aef9762de361efc6f18f883d
1592,serotonergic hallucinogens,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1593,serotonergic hallucinogens,DRUG,mood,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1594,serotonergic hallucinogens,DRUG,anxiolytic,OUTCOME,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1595,serotonergic hallucinogens,DRUG,antidepressive,OUTCOME,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1596,serotonergic hallucinogens,DRUG,antiaddictive,OUTCOME,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1597,psychedelics,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1598,psychedelics,DRUG,mood,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1599,psychedelics,DRUG,anxiolytic,OUTCOME,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1600,psychedelics,DRUG,antiaddictive,OUTCOME,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1601,LSD,DRUG,substance-use disorders,HEALTH,NEEDS MORE RESEARCH BETWEEN,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1602,LSD,DRUG,antiaddictive,OUTCOME,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1603,LSD,DRUG,alcoholic patients,HEALTH,NEEDS MORE RESEARCH BETWEEN,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1604,LSD,DRUG,ayahuasca,DRUG,NEEDS MORE RESEARCH BETWEEN,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1605,ayahuasca,DRUG,antiaddictive,OUTCOME,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1606,ayahuasca,DRUG,antiaddictive,OUTCOME,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1607,LSD,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1608,LSD,DRUG,mood,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1609,LSD,DRUG,anxiolytic,OUTCOME,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1610,LSD,DRUG,antiaddictive,OUTCOME,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1611,LSD,DRUG,alcohol dependence,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1612,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1613,psilocybin,DRUG,mood,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1614,psilocybin,DRUG,anxiolytic,OUTCOME,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1615,psilocybin,DRUG,antidepressive,OUTCOME,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1616,psilocybin,DRUG,antiaddictive,OUTCOME,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1617,psilocybin,DRUG,alcohol dependence,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1618,psilocybin,DRUG,anxiolytic and antidepressive effects,OUTCOME,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1619,psilocybin,DRUG,advanced-stage cancer,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1620,LSD,DRUG,ayahuasca,DRUG,NEEDS MORE RESEARCH BETWEEN,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1621,LSD,DRUG,alcohol dependence,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1622,LSD,DRUG,advanced-stage cancer,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1623,LSD,DRUG,advanced-stage cancer,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1624,LSD,DRUG,existential anxiety,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1625,LSD,DRUG,depression,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1626,psilocybin,DRUG,alcohol dependence,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1627,psilocybin,DRUG,anxiolytic and antidepressive effects,OUTCOME,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1628,psilocybin,DRUG,advanced-stage cancer,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1629,psilocybin,DRUG,advanced-stage cancer,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1630,psilocybin,DRUG,existential anxiety,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1631,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1632,LSD,DRUG,alcohol dependence,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1633,LSD,DRUG,existential anxiety,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1634,LSD,DRUG,depression,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1635,LSD,DRUG,depression,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1636,alcoholism,DRUG,depression,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1637,psilocybin,DRUG,existential anxiety,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1638,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1639,LSD,DRUG,alcohol dependence,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1640,LSD,DRUG,advanced-stage cancer,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1641,LSD,DRUG,advanced-stage cancer,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1642,LSD,DRUG,existential anxiety,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1643,LSD,DRUG,depression,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1644,LSD,DRUG,existential anxiety,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1645,LSD,DRUG,depression,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1646,LSD,DRUG,existential anxiety,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1647,LSD,DRUG,depression,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1648,LSD,DRUG,depression,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1649,LSD,DRUG,existential anxiety,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1650,LSD,DRUG,depression,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1651,LSD,DRUG,existential anxiety,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1652,LSD,DRUG,depression,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1653,psilocybin,DRUG,existential anxiety,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1654,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1655,psilocybin,DRUG,existential anxiety,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1656,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1657,psilocybin,DRUG,existential anxiety,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1658,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1659,psilocybin,DRUG,rapid (24 h),OUTCOME,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1660,psilocybin,DRUG,therapeutic effects,OUTCOME,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1661,psilocybin,DRUG,antiaddictive effects,OUTCOME,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1662,psilocybin,DRUG,rapid (24 h),OUTCOME,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1663,psilocybin,DRUG,therapeutic effects,OUTCOME,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1664,psilocybin,DRUG,antiaddictive effects,OUTCOME,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1665,ayahuasca,DRUG,rapid (24 h),OUTCOME,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1666,ayahuasca,DRUG,therapeutic effects,OUTCOME,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1667,ayahuasca,DRUG,antiaddictive effects,OUTCOME,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1668,psilocybin,DRUG,antiaddictive effects,OUTCOME,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1669,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1670,psilocybin,DRUG,depressive symptoms,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1671,LSD,DRUG,antiaddictive effects,OUTCOME,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1672,LSD,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1673,LSD,DRUG,depressive symptoms,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1674,LSD,DRUG,reduced impulsivity,OUTCOME,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1675,LSD,DRUG,novelty seeking,OUTCOME,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1676,LSD,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1677,LSD,DRUG,depressive symptoms,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1678,ayahuasca,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1679,ayahuasca,DRUG,depressive symptoms,HEALTH,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1680,ayahuasca,DRUG,antiaddictive,OUTCOME,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1681,ayahuasca,DRUG,anxiolytic,OUTCOME,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1682,ayahuasca,DRUG,antiaddictive,OUTCOME,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1683,ayahuasca,DRUG,psychotic episodes,HEALTH,THOUGHT TO CAUSE,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1684,ayahuasca,DRUG,psychotic episodes,HEALTH,THOUGHT TO CAUSE,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1685,ayahuasca,DRUG,antiaddictive,OUTCOME,POSITIVELY IMPACTS,5d60ce3d186e70de00b9ba548ac4e9ba84fd40ec9aadd14a107701bfd3123fe2
1686,ayahuasca,DRUG,depression,HEALTH,POSITIVELY IMPACTS,55155261638d1906840631c9cba615cf9f56f4375eeb21937a1e8d30d8919c13
1687,ayahuasca,DRUG,stress,OUTCOME,POSITIVELY IMPACTS,55155261638d1906840631c9cba615cf9f56f4375eeb21937a1e8d30d8919c13
1688,ayahuasca,DRUG,mindfulness,SUBJECTIVE,POSITIVELY IMPACTS,55155261638d1906840631c9cba615cf9f56f4375eeb21937a1e8d30d8919c13
1689,convergent thinking,OUTCOME,mindfulness,SUBJECTIVE,POSITIVELY IMPACTS,55155261638d1906840631c9cba615cf9f56f4375eeb21937a1e8d30d8919c13
1690,ayahuasca,DRUG,mindfulness,SUBJECTIVE,POSITIVELY IMPACTS,55155261638d1906840631c9cba615cf9f56f4375eeb21937a1e8d30d8919c13
1691,ayahuasca,DRUG,stress,OUTCOME,POSITIVELY IMPACTS,55155261638d1906840631c9cba615cf9f56f4375eeb21937a1e8d30d8919c13
1692,ayahuasca,DRUG,mindfulness,SUBJECTIVE,POSITIVELY IMPACTS,55155261638d1906840631c9cba615cf9f56f4375eeb21937a1e8d30d8919c13
1693,ayahuasca,DRUG,depression,HEALTH,POSITIVELY IMPACTS,55155261638d1906840631c9cba615cf9f56f4375eeb21937a1e8d30d8919c13
1694,ayahuasca,DRUG,depression,HEALTH,POSITIVELY IMPACTS,55155261638d1906840631c9cba615cf9f56f4375eeb21937a1e8d30d8919c13
1695,ayahuasca,DRUG,mindfulness,SUBJECTIVE,POSITIVELY IMPACTS,55155261638d1906840631c9cba615cf9f56f4375eeb21937a1e8d30d8919c13
1696,ayahuasca,DRUG,mindfulness,SUBJECTIVE,POSITIVELY IMPACTS,55155261638d1906840631c9cba615cf9f56f4375eeb21937a1e8d30d8919c13
1697,ayahuasca,DRUG,depression,HEALTH,POSITIVELY IMPACTS,55155261638d1906840631c9cba615cf9f56f4375eeb21937a1e8d30d8919c13
1698,ayahuasca,DRUG,depression,HEALTH,POSITIVELY IMPACTS,55155261638d1906840631c9cba615cf9f56f4375eeb21937a1e8d30d8919c13
1699,Antidepressant properties,OUTCOME,mindfulness,SUBJECTIVE,POSITIVELY IMPACTS,55155261638d1906840631c9cba615cf9f56f4375eeb21937a1e8d30d8919c13
